"","video","crianca","parte","fixacoes","acerto_fundo","acerto_frente","olhou_pro_errado"
"568","A6","heitorm","pre_cruz",9,7,2,0
"569","A6","ingrid","pos_cruz",4,0,0,0
"570","A6","ingrid","pre_cruz",3,0,0,0
"571","A6","ingrid.2","cruz",1,0,0,1
"572","A6","ingrid.2","pos_cruz",5,1,0,0
"573","A6","ingrid.2","pre_cruz",15,5,2,1
"574","A6","isabela","cruz",1,0,1,0
"575","A6","isabela","pos_cruz",4,2,2,0
"576","A6","isabela","pre_cruz",14,4,3,5
"577","A6","isabelly","pre_cruz",3,2,0,0
"578","A6","leonardo","cruz",1,1,0,0
"579","A6","leonardo","pre_cruz",7,6,0,1
"580","A6","lis","pre_cruz",20,7,0,0
"581","A6","livia.2","cruz",1,1,0,0
"582","A6","livia.2","pos_cruz",3,2,0,0
"583","A6","livia.2","pre_cruz",4,3,0,0
"584","A6","lorena","pre_cruz",4,3,0,0
"585","A6","lucas","pre_cruz",17,0,0,1
"586","A6","lucas.2","cruz",1,0,0,0
"587","A6","lucas.2","pos_cruz",2,0,0,0
"588","A6","lucas.2","pre_cruz",10,2,1,0
"589","A6","lui","pos_cruz",4,3,1,0
"590","A6","lui","pre_cruz",8,5,0,2
"591","A6","luiso","pos_cruz",9,0,0,0
"592","A6","luiso","pre_cruz",4,0,0,0
"593","A6","manu.2","cruz",1,0,0,1
"594","A6","manu.2","pos_cruz",2,0,1,0
"595","A6","manu.2","pre_cruz",8,3,2,0
"596","A6","manuela","pre_cruz",1,0,0,0
"597","A6","manuella","cruz",1,1,0,0
"598","A6","manuella","pos_cruz",3,0,0,0
"599","A6","manuella","pre_cruz",7,2,0,0
"600","A6","marcos","pos_cruz",3,3,0,0
"601","A6","marcos","pre_cruz",5,3,0,0
"602","A6","marialu","pos_cruz",5,0,5,0
"603","A6","marialu","pre_cruz",12,7,3,0
"604","A6","maril.2","cruz",2,2,0,0
"605","A6","maril.2","pos_cruz",1,0,1,0
"606","A6","maril.2","pre_cruz",7,5,1,1
"607","A6","miguel","cruz",1,1,0,0
"608","A6","miguel","pos_cruz",3,2,1,0
"609","A6","miguel","pre_cruz",16,9,4,0
"610","A6","miguel3","pos_cruz",4,2,2,0
"611","A6","miguel3","pre_cruz",9,7,0,1
"612","A6","murilo","cruz",1,0,0,1
"613","A6","murilo","pos_cruz",5,2,2,1
"614","A6","murilo","pre_cruz",16,12,0,1
"615","A6","olivia","pre_cruz",8,5,0,1
"616","A6","paulo","pos_cruz",2,0,1,0
"617","A6","paulo","pre_cruz",9,2,5,1
"618","A6","pedro","pos_cruz",5,2,1,0
"619","A6","pedro","pre_cruz",23,11,1,0
"620","A6","pedro2","cruz",2,1,0,0
"621","A6","pedro2","pos_cruz",4,2,1,0
"622","A6","pedro2","pre_cruz",9,6,0,2
"623","A6","rafa.2","cruz",1,0,0,0
"624","A6","rafa.2","pos_cruz",3,1,1,0
"625","A6","rafa.2","pre_cruz",4,2,0,0
"626","A6","rafael","pre_cruz",12,9,0,0
"627","A6","ruben","pos_cruz",1,1,0,0
"628","A6","ruben","pre_cruz",9,9,0,0
"629","A6","sarah","cruz",1,0,0,1
"630","A6","sarah","pos_cruz",2,0,0,0
"631","A6","sarah","pre_cruz",2,1,0,0
"632","A6","sarah.2","pos_cruz",1,1,0,0
"633","A6","sarah.2","pre_cruz",4,4,0,0
"634","A6","teofinal","pos_cruz",2,2,0,0
"635","A6","teofinal","pre_cruz",6,6,0,0
"636","A6","theo","cruz",1,1,0,0
"637","A6","theo","pre_cruz",10,10,0,0
"638","A6","valen","pos_cruz",1,0,1,0
"639","A6","valen","pre_cruz",5,4,0,1
"640","A6","yara","cruz",1,0,0,0
"641","A6","yara","pos_cruz",2,0,0,0
"642","A6","yara","pre_cruz",22,0,0,0
"643","A6","yara.2","pos_cruz",2,0,2,0
"644","A6","yara.2","pre_cruz",7,4,1,1
"645","B1","adam","baseline",10,0,0,0
"646","B1","agatha","baseline",1,0,0,0
"647","B1","ana","baseline",8,8,0,0
"648","B1","andre2t","baseline",6,1,0,0
"649","B1","anelise","baseline",10,6,0,0
"650","B1","anili.2","baseline",11,7,0,0
"651","B1","anne","baseline",14,0,0,0
"652","B1","arthur","baseline",1,0,0,0
"653","B1","asafe.2","baseline",7,4,0,0
"654","B1","ayla","baseline",5,4,0,0
"655","B1","ayla.2","baseline",9,7,0,0
"656","B1","bernardo","baseline",3,1,0,0
"657","B1","cecilia","baseline",14,8,0,0
"658","B1","clari.2","baseline",15,9,0,0
"659","B1","clarice","baseline",15,6,0,0
"660","B1","diana","baseline",7,3,0,0
"661","B1","edu.2","baseline",13,6,0,0
"662","B1","emanuela","baseline",10,6,0,0
"663","B1","emanuele","baseline",9,5,0,0
"664","B1","ernesto","baseline",8,6,0,0
"665","B1","everton","baseline",16,14,0,0
"666","B1","felipe","baseline",1,0,0,0
"667","B1","fidel","baseline",14,11,0,0
"668","B1","franc","baseline",5,3,0,0
"669","B1","gabi21t","baseline",37,0,0,0
"670","B1","gabif.2","baseline",10,3,0,0
"671","B1","gabrielaf","baseline",11,0,0,0
"672","B1","gui","baseline",6,0,0,0
"673","B1","gui.2","baseline",8,6,0,0
"674","B1","heitor","baseline",5,4,0,0
"675","B1","heitor.2","baseline",9,4,0,0
"676","B1","ingrid","baseline",6,0,0,0
"677","B1","ingrid.2","baseline",13,7,0,0
"678","B1","isabela","baseline",11,8,0,0
"679","B1","isabelly","baseline",8,3,0,0
"680","B1","leonardo","baseline",6,5,0,0
"681","B1","lis","baseline",8,0,0,0
"682","B1","livia","baseline",7,2,0,0
"683","B1","livia.2","baseline",10,7,0,0
"684","B1","lorena","baseline",14,9,0,0
"685","B1","lucas","baseline",14,0,0,0
"686","B1","lucas.2","baseline",15,11,0,0
"687","B1","lui","baseline",7,5,0,0
"688","B1","luiso","baseline",9,0,0,0
"689","B1","manu.2","baseline",7,5,0,0
"690","B1","manuella","baseline",9,2,0,0
"691","B1","marcos","baseline",8,2,0,0
"692","B1","marialu","baseline",10,8,0,0
"693","B1","maril.2","baseline",16,10,0,0
"694","B1","miguel","baseline",32,18,0,0
"695","B1","miguel3","baseline",16,9,0,0
"696","B1","murilo","baseline",17,12,0,0
"697","B1","olivia","baseline",5,4,0,0
"698","B1","paulo","baseline",15,6,0,0
"699","B1","pedro","baseline",25,2,0,0
"700","B1","pedro2","baseline",17,10,0,0
"701","B1","rafa.2","baseline",7,0,0,0
"702","B1","rafael","baseline",10,6,0,0
"703","B1","ruben","baseline",3,2,0,0
"704","B1","sarah","baseline",3,2,0,0
"705","B1","sarah.2","baseline",4,2,0,0
"706","B1","teofinal","baseline",11,7,0,0
"707","B1","theo","baseline",9,8,0,0
"708","B1","valen","baseline",4,3,0,0
"709","B1","yara","baseline",13,10,0,0
"710","B1","yara.2","baseline",10,8,0,0
"711","B2","adam","pos_cruz",4,0,0,0
"712","B2","adam","pre_cruz",4,0,0,0
"713","B2","ana","pos_cruz",2,1,1,0
"714","B2","ana","pre_cruz",5,3,0,2
"715","B2","andre2t","pos_cruz",1,0,0,0
"716","B2","andre2t","pre_cruz",6,1,0,0
"717","B2","anelise","cruz",2,2,0,0
"718","B2","anelise","pos_cruz",2,1,1,0
"719","B2","anelise","pre_cruz",6,5,0,0
"720","B2","anili.2","baseline",1,1,0,0
"721","B2","anili.2","cruz",1,1,0,0
"722","B2","anili.2","pos_cruz",3,1,2,0
"723","B2","anili.2","pre_cruz",9,7,0,1
"724","B2","anne","pre_cruz",8,0,0,0
"725","B2","asafe.2","pos_cruz",3,1,0,1
"726","B2","asafe.2","pre_cruz",4,3,0,1
"727","B2","ayla","pos_cruz",2,1,1,0
"728","B2","ayla","pre_cruz",8,7,0,0
"729","B2","ayla.2","cruz",1,1,0,0
"730","B2","ayla.2","pos_cruz",1,1,0,0
"731","B2","ayla.2","pre_cruz",7,5,1,1
"732","B2","cecilia","cruz",1,0,0,1
"733","B2","cecilia","pos_cruz",4,4,0,0
"734","B2","cecilia","pre_cruz",8,5,0,0
"735","B2","clari.2","cruz",1,1,0,0
"736","B2","clari.2","pos_cruz",2,0,1,1
"737","B2","clari.2","pre_cruz",9,6,0,2
"738","B2","clarice","cruz",1,0,0,0
"739","B2","clarice","pos_cruz",3,2,1,0
"740","B2","clarice","pre_cruz",6,3,0,0
"741","B2","diana","pos_cruz",3,1,2,0
"742","B2","diana","pre_cruz",4,3,0,0
"743","B2","edu.2","pos_cruz",1,0,1,0
"744","B2","edu.2","pre_cruz",7,5,1,0
"745","B2","emanuela","pos_cruz",4,3,1,0
"746","B2","emanuela","pre_cruz",6,4,0,0
"747","B2","emanuele","pos_cruz",4,2,1,0
"748","B2","emanuele","pre_cruz",7,6,0,0
"749","B2","ernesto","pos_cruz",3,1,2,0
"750","B2","ernesto","pre_cruz",6,5,0,1
"751","B2","everton","cruz",2,2,0,0
"752","B2","everton","pos_cruz",7,3,4,0
"753","B2","everton","pre_cruz",20,17,0,2
"754","B2","felipe","pos_cruz",2,0,0,0
"755","B2","felipe","pre_cruz",4,0,0,0
"756","B2","fidel","cruz",5,5,0,0
"757","B2","fidel","pos_cruz",8,5,1,0
"758","B2","fidel","pre_cruz",12,12,0,0
"759","B2","franc","pos_cruz",3,2,1,0
"760","B2","franc","pre_cruz",5,2,2,0
"761","B2","gabi21t","pos_cruz",2,0,0,0
"762","B2","gabi21t","pre_cruz",22,0,0,0
"763","B2","gabif.2","cruz",1,1,0,0
"764","B2","gabif.2","pos_cruz",3,2,1,0
"765","B2","gabif.2","pre_cruz",4,3,0,1
"766","B2","gabrielaf","pre_cruz",6,0,2,1
"767","B2","giovana","pre_cruz",2,0,0,0
"768","B2","gui","pos_cruz",2,1,1,0
"769","B2","gui","pre_cruz",6,3,0,2
"770","B2","gui.2","cruz",1,1,0,0
"771","B2","gui.2","pos_cruz",4,1,3,0
"772","B2","gui.2","pre_cruz",6,4,1,1
"773","B2","heitor","cruz",1,1,0,0
"774","B2","heitor","pos_cruz",6,2,1,0
"775","B2","heitor","pre_cruz",5,3,0,0
"776","B2","heitor.2","pos_cruz",3,1,2,0
"777","B2","heitor.2","pre_cruz",9,6,0,1
"778","B2","ingrid","pre_cruz",3,0,0,0
"779","B2","ingrid.2","cruz",1,1,0,0
"780","B2","ingrid.2","pos_cruz",2,0,1,0
"781","B2","ingrid.2","pre_cruz",7,6,0,0
"782","B2","isabela","pos_cruz",2,1,1,0
"783","B2","isabela","pre_cruz",4,4,0,0
"784","B2","isabelly","pos_cruz",2,1,0,0
"785","B2","isabelly","pre_cruz",5,3,0,0
"786","B2","joaop","cruz",2,2,0,0
"787","B2","joaop","pos_cruz",2,0,2,0
"788","B2","joaop","pre_cruz",4,4,0,0
"789","B2","leonardo","pos_cruz",4,2,1,0
"790","B2","leonardo","pre_cruz",4,3,1,0
"791","B2","lis","pos_cruz",4,0,0,0
"792","B2","lis","pre_cruz",6,0,0,0
"793","B2","livia.2","cruz",1,1,0,0
"794","B2","livia.2","pos_cruz",2,2,0,0
"795","B2","livia.2","pre_cruz",7,7,0,0
"796","B2","lorena","pre_cruz",8,8,0,0
"797","B2","lucas","cruz",1,0,0,0
"798","B2","lucas","pos_cruz",7,0,2,0
"799","B2","lucas","pre_cruz",17,0,1,0
"800","B2","lucas.2","pos_cruz",2,0,1,0
"801","B2","lucas.2","pre_cruz",5,1,0,0
"802","B2","lui","cruz",2,2,0,0
"803","B2","lui","pos_cruz",3,2,1,0
"804","B2","lui","pre_cruz",9,5,2,1
"805","B2","luiso","cruz",1,0,0,0
"806","B2","luiso","pos_cruz",4,0,0,0
"807","B2","luiso","pre_cruz",10,0,0,0
"808","B2","manu.2","pos_cruz",3,2,1,0
"809","B2","manu.2","pre_cruz",6,6,0,0
"810","B2","manuella","pre_cruz",9,1,0,0
"811","B2","marialu","pre_cruz",5,3,0,2
"812","B2","maril.2","cruz",1,1,0,0
"813","B2","maril.2","pos_cruz",2,1,1,0
"814","B2","maril.2","pre_cruz",8,4,0,2
"815","B2","miguel","pre_cruz",13,10,2,0
"816","B2","miguel3","cruz",1,1,0,0
"817","B2","miguel3","pos_cruz",4,2,2,0
"818","B2","miguel3","pre_cruz",7,5,0,1
"819","B2","murilo","pre_cruz",8,8,0,0
"820","B2","olivia","cruz",1,1,0,0
"821","B2","olivia","pos_cruz",3,2,1,0
"822","B2","olivia","pre_cruz",7,5,1,0
"823","B2","paulo","cruz",1,0,0,0
"824","B2","paulo","pos_cruz",5,2,2,0
"825","B2","paulo","pre_cruz",13,5,2,2
"826","B2","pedro","pos_cruz",2,0,0,1
"827","B2","pedro","pre_cruz",4,0,0,0
"828","B2","pedro2","pos_cruz",3,1,2,0
"829","B2","pedro2","pre_cruz",7,5,0,0
"830","B2","rafa.2","pos_cruz",2,1,1,0
"831","B2","rafa.2","pre_cruz",7,1,3,0
"832","B2","rafael","cruz",2,2,0,0
"833","B2","rafael","pos_cruz",1,1,0,0
"834","B2","rafael","pre_cruz",9,8,0,0
"835","B2","ruben","pos_cruz",4,2,2,0
"836","B2","ruben","pre_cruz",3,3,0,0
"837","B2","sarah.2","pos_cruz",2,1,1,0
"838","B2","sarah.2","pre_cruz",3,3,0,0
"839","B2","teofinal","cruz",1,1,0,0
"840","B2","teofinal","pos_cruz",1,1,0,0
"841","B2","teofinal","pre_cruz",8,4,1,0
"842","B2","theo","cruz",1,1,0,0
"843","B2","theo","pos_cruz",3,3,0,0
"844","B2","theo","pre_cruz",4,3,0,1
"845","B2","valen","pos_cruz",2,1,1,0
"846","B2","valen","pre_cruz",2,2,0,0
"847","B2","yara","pos_cruz",6,3,3,0
"848","B2","yara","pre_cruz",10,8,0,2
"849","B2","yara.2","cruz",1,0,0,1
"850","B2","yara.2","pos_cruz",5,3,2,0
"851","B2","yara.2","pre_cruz",9,7,1,1
"852","B5","adam","pos_cruz",4,0,0,0
"853","B5","adam","pre_cruz",3,0,0,0
"854","B5","ana","cruz",2,2,0,0
"855","B5","ana","pos_cruz",3,2,1,0
"856","B5","ana","pre_cruz",6,5,1,0
"857","B5","andre2t","pre_cruz",3,1,0,0
"858","B5","anelise","cruz",1,1,0,0
"859","B5","anelise","pos_cruz",3,0,3,0
"860","B5","anelise","pre_cruz",8,8,0,0
"861","B5","anili.2","pos_cruz",5,2,3,0
"862","B5","anili.2","pre_cruz",4,4,0,0
"863","B5","anne","pre_cruz",6,0,0,0
"864","B5","asafe.2","cruz",1,1,0,0
"865","B5","asafe.2","pos_cruz",3,0,2,0
"866","B5","asafe.2","pre_cruz",6,4,2,0
"867","B5","ayla","pos_cruz",3,2,1,0
"868","B5","ayla","pre_cruz",7,4,2,0
"869","B5","ayla.2","pos_cruz",5,4,1,0
"870","B5","ayla.2","pre_cruz",5,4,1,0
"871","B5","bernardo","pre_cruz",9,6,2,0
"872","B5","cecilia","pos_cruz",5,2,3,0
"873","B5","cecilia","pre_cruz",7,5,2,0
"874","B5","clari.2","cruz",1,1,0,0
"875","B5","clari.2","pos_cruz",3,2,1,0
"876","B5","clari.2","pre_cruz",9,5,1,2
"877","B5","clarice","cruz",2,2,0,0
"878","B5","clarice","pos_cruz",5,4,1,0
"879","B5","clarice","pre_cruz",6,4,0,1
"880","B5","diana","cruz",2,2,0,0
"881","B5","diana","pos_cruz",2,0,2,0
"882","B5","diana","pre_cruz",9,4,3,1
"883","B5","edu.2","pos_cruz",4,1,2,0
"884","B5","edu.2","pre_cruz",5,4,1,0
"885","B5","emanuela","pos_cruz",4,2,2,0
"886","B5","emanuela","pre_cruz",5,4,0,0
"887","B5","emanuele","pos_cruz",5,2,3,0
"888","B5","emanuele","pre_cruz",5,4,0,0
"889","B5","ernesto","cruz",1,1,0,0
"890","B5","ernesto","pos_cruz",2,0,2,0
"891","B5","ernesto","pre_cruz",4,2,1,0
"892","B5","everton","pos_cruz",11,8,3,0
"893","B5","everton","pre_cruz",11,9,1,1
"894","B5","felipe","pos_cruz",3,0,0,0
"895","B5","felipe","pre_cruz",4,0,0,0
"896","B5","fidel","pos_cruz",6,1,5,0
"897","B5","fidel","pre_cruz",6,6,0,0
"898","B5","franc","cruz",1,1,0,0
"899","B5","franc","pos_cruz",2,2,0,0
"900","B5","franc","pre_cruz",1,0,1,0
"901","B5","gabi21t","cruz",3,0,0,0
"902","B5","gabi21t","pos_cruz",11,0,0,0
"903","B5","gabi21t","pre_cruz",18,0,4,1
"904","B5","gabif.2","pos_cruz",5,2,1,2
"905","B5","gabif.2","pre_cruz",7,4,2,0
"906","B5","gabrielaf","pre_cruz",6,0,3,0
"907","B5","gui","pos_cruz",4,2,1,0
"908","B5","gui","pre_cruz",7,4,0,1
"909","B5","gui.2","pos_cruz",2,0,2,0
"910","B5","gui.2","pre_cruz",6,4,1,0
"911","B5","heitor","pos_cruz",5,4,1,0
"912","B5","heitor","pre_cruz",4,4,0,0
"913","B5","heitor.2","cruz",1,1,0,0
"914","B5","heitor.2","pos_cruz",5,2,3,0
"915","B5","heitor.2","pre_cruz",10,5,3,0
"916","B5","heitorm","cruz",3,1,2,0
"917","B5","heitorm","pos_cruz",3,0,3,0
"918","B5","heitorm","pre_cruz",7,4,3,0
"919","B5","ingrid","pos_cruz",7,0,0,0
"920","B5","ingrid","pre_cruz",4,0,0,0
"921","B5","ingrid.2","pos_cruz",2,2,0,0
"922","B5","ingrid.2","pre_cruz",5,3,0,0
"923","B5","isabela","pos_cruz",4,1,3,0
"924","B5","isabela","pre_cruz",7,5,0,1
"925","B5","isabelly","pos_cruz",3,3,0,0
"926","B5","isabelly","pre_cruz",4,3,0,0
"927","B5","joaop","pos_cruz",1,1,0,0
"928","B5","joaop","pre_cruz",11,8,1,0
"929","B5","leonardo","pos_cruz",3,1,2,0
"930","B5","leonardo","pre_cruz",3,3,0,0
"931","B5","lis","pos_cruz",3,0,0,0
"932","B5","lis","pre_cruz",8,0,0,0
"933","B5","livia.2","cruz",1,1,0,0
"934","B5","livia.2","pos_cruz",2,1,1,0
"935","B5","livia.2","pre_cruz",5,5,0,0
"936","B5","lorena","pre_cruz",4,4,0,0
"937","B5","lucas","cruz",1,0,0,0
"938","B5","lucas","pos_cruz",6,0,0,0
"939","B5","lucas","pre_cruz",16,0,0,0
"940","B5","lucas.2","pos_cruz",6,0,0,3
"941","B5","lucas.2","pre_cruz",6,0,2,0
"942","B5","lui","pos_cruz",3,1,2,0
"943","B5","lui","pre_cruz",6,4,1,0
"944","B5","luiso","cruz",1,0,0,0
"945","B5","luiso","pos_cruz",4,0,0,0
"946","B5","luiso","pre_cruz",10,0,0,0
"947","B5","manu.2","cruz",1,1,0,0
"948","B5","manu.2","pos_cruz",4,2,2,0
"949","B5","manu.2","pre_cruz",4,4,0,0
"950","B5","manuela","pre_cruz",1,0,0,0
"951","B5","manuella","pre_cruz",10,2,0,0
"952","B5","marcos","pos_cruz",1,0,0,0
"953","B5","marcos","pre_cruz",3,3,0,0
"954","B5","maril.2","cruz",1,1,0,0
"955","B5","maril.2","pos_cruz",3,1,1,0
"956","B5","maril.2","pre_cruz",4,4,0,0
"957","B5","miguel","pos_cruz",7,4,3,0
"958","B5","miguel","pre_cruz",12,6,4,0
"959","B5","miguel3","cruz",1,1,0,0
"960","B5","miguel3","pos_cruz",3,1,1,0
"961","B5","miguel3","pre_cruz",6,5,0,0
"962","B5","murilo","pos_cruz",6,4,2,0
"963","B5","murilo","pre_cruz",7,7,0,0
"964","B5","olivia","pos_cruz",1,0,1,0
"965","B5","olivia","pre_cruz",5,4,0,0
"966","B5","paulo","cruz",1,0,1,0
"967","B5","paulo","pos_cruz",5,2,0,0
"968","B5","paulo","pre_cruz",10,4,2,1
"969","B5","pedro","pos_cruz",2,0,1,0
"970","B5","pedro","pre_cruz",4,0,1,0
"971","B5","pedro2","cruz",1,0,0,0
"972","B5","pedro2","pos_cruz",5,4,1,0
"973","B5","pedro2","pre_cruz",6,4,0,0
"974","B5","rafa.2","pos_cruz",4,0,1,1
"975","B5","rafa.2","pre_cruz",8,0,3,1
"976","B5","rafael","pos_cruz",1,0,1,0
"977","B5","rafael","pre_cruz",2,2,0,0
"978","B5","ruben","cruz",1,1,0,0
"979","B5","ruben","pos_cruz",2,1,1,0
"980","B5","ruben","pre_cruz",7,4,1,1
"981","B5","sarah.2","pos_cruz",3,2,1,0
"982","B5","sarah.2","pre_cruz",2,1,0,1
"983","B5","teofinal","cruz",1,1,0,0
"984","B5","teofinal","pos_cruz",2,1,1,0
"985","B5","teofinal","pre_cruz",7,4,0,0
"986","B5","theo","cruz",1,1,0,0
"987","B5","theo","pos_cruz",3,3,0,0
"988","B5","theo","pre_cruz",8,7,0,0
"989","B5","valen","cruz",1,1,0,0
"990","B5","valen","pos_cruz",2,1,1,0
"991","B5","valen","pre_cruz",2,2,0,0
"992","B5","yara","cruz",1,1,0,0
"993","B5","yara","pos_cruz",4,1,1,0
"994","B5","yara","pre_cruz",6,5,1,0
"995","B5","yara.2","pos_cruz",3,1,2,0
"996","B5","yara.2","pre_cruz",6,5,1,0
"997","B6","adam","pos_cruz",1,0,0,0
"998","B6","adam","pre_cruz",8,0,0,0
"999","B6","ana","cruz",1,1,0,0
"1000","B6","ana","pos_cruz",4,4,0,0
"1001","B6","ana","pre_cruz",8,7,1,0
"1002","B6","andre2t","cruz",1,0,0,0
"1003","B6","andre2t","pre_cruz",3,0,0,0
"1004","B6","anelise","pos_cruz",2,2,0,0
"1005","B6","anelise","pre_cruz",8,5,0,0
"1006","B6","anili.2","pos_cruz",4,3,0,0
"1007","B6","anili.2","pre_cruz",9,7,0,2
"1008","B6","anne","pre_cruz",6,0,3,0
"1009","B6","asafe.2","pos_cruz",2,2,0,0
"1010","B6","asafe.2","pre_cruz",6,5,1,0
"1011","B6","ayla","cruz",1,1,0,0
"1012","B6","ayla","pos_cruz",1,1,0,0
"1013","B6","ayla","pre_cruz",4,3,0,0
"1014","B6","ayla.2","pos_cruz",2,2,0,0
"1015","B6","ayla.2","pre_cruz",5,4,1,0
"1016","B6","bernardo","cruz",1,1,0,0
"1017","B6","bernardo","pos_cruz",5,5,0,0
"1018","B6","bernardo","pre_cruz",15,9,0,3
"1019","B6","cecilia","pos_cruz",3,3,0,0
"1020","B6","cecilia","pre_cruz",5,5,0,0
"1021","B6","clari.2","cruz",1,1,0,0
"1022","B6","clari.2","pos_cruz",2,2,0,0
"1023","B6","clari.2","pre_cruz",9,5,3,1
"1024","B6","clarice","pos_cruz",1,0,0,0
"1025","B6","clarice","pre_cruz",9,5,2,0
"1026","B6","diana","cruz",1,1,0,0
"1027","B6","diana","pos_cruz",2,2,0,0
"1028","B6","diana","pre_cruz",6,4,2,0
"1029","B6","edu.2","cruz",1,1,0,0
"1030","B6","edu.2","pos_cruz",2,2,0,0
"1031","B6","edu.2","pre_cruz",8,6,1,0
"1032","B6","emanuela","cruz",1,1,0,0
"1033","B6","emanuela","pos_cruz",1,1,0,0
"1034","B6","emanuela","pre_cruz",6,5,0,0
"1035","B6","emanuele","pos_cruz",3,2,1,0
"1036","B6","emanuele","pre_cruz",6,5,0,0
"1037","B6","ernesto","pos_cruz",3,3,0,0
"1038","B6","ernesto","pre_cruz",10,6,4,0
"1039","B6","everton","cruz",1,1,0,0
"1040","B6","everton","pos_cruz",5,5,0,0
"1041","B6","everton","pre_cruz",15,14,0,0
"1042","B6","felipe","pos_cruz",1,0,0,0
"1043","B6","felipe","pre_cruz",3,0,0,0
"1044","B6","fidel","pos_cruz",3,3,0,0
"1045","B6","fidel","pre_cruz",19,18,0,0
"1046","B6","franc","cruz",1,1,0,0
"1047","B6","franc","pos_cruz",4,3,1,0
"1048","B6","franc","pre_cruz",7,4,0,2
"1049","B6","gabi21t","cruz",1,0,0,0
"1050","B6","gabi21t","pos_cruz",5,1,0,0
"1051","B6","gabi21t","pre_cruz",25,0,0,0
"1052","B6","gabif.2","pos_cruz",1,1,0,0
"1053","B6","gabif.2","pre_cruz",6,4,1,0
"1054","B6","gabrielaf","pre_cruz",8,2,5,0
"1055","B6","giovana","pre_cruz",2,0,0,0
"1056","B6","gui","cruz",1,1,0,0
"1057","B6","gui","pre_cruz",7,5,2,0
"1058","B6","gui.2","pos_cruz",1,1,0,0
"1059","B6","gui.2","pre_cruz",6,6,0,0
"1060","B6","heitor","pos_cruz",3,3,0,0
"1061","B6","heitor","pre_cruz",7,6,1,0
"1062","B6","heitor.2","cruz",1,1,0,0
"1063","B6","heitor.2","pos_cruz",2,2,0,0
"1064","B6","heitor.2","pre_cruz",7,4,0,0
"1065","B6","heitorm","pos_cruz",3,3,0,0
"1066","B6","heitorm","pre_cruz",4,4,0,0
"1067","B6","ingrid","pos_cruz",1,0,0,0
"1068","B6","ingrid","pre_cruz",3,0,0,0
"1069","B6","ingrid.2","pos_cruz",1,1,0,0
"1070","B6","ingrid.2","pre_cruz",6,3,0,0
"1071","B6","isabela","pos_cruz",1,1,0,0
"1072","B6","isabela","pre_cruz",8,7,1,0
"1073","B6","isabelly","pos_cruz",1,1,0,0
"1074","B6","isabelly","pre_cruz",3,2,0,0
"1075","B6","joaop","cruz",1,1,0,0
"1076","B6","joaop","pos_cruz",1,1,0,0
"1077","B6","joaop","pre_cruz",7,5,1,0
"1078","B6","joaquim","pre_cruz",2,2,0,0
"1079","B6","leonardo","pre_cruz",7,6,1,0
"1080","B6","lis","pos_cruz",3,0,0,0
"1081","B6","lis","pre_cruz",10,1,0,0
"1082","B6","livia.2","cruz",1,1,0,0
"1083","B6","livia.2","pos_cruz",2,2,0,0
"1084","B6","livia.2","pre_cruz",7,6,0,0
"1085","B6","lorena","pre_cruz",21,21,0,0
"1086","B6","lucas","pos_cruz",3,0,0,0
"1087","B6","lucas","pre_cruz",17,0,0,0
"1088","B6","lucas.2","cruz",3,0,0,0
"1089","B6","lucas.2","pos_cruz",4,0,0,0
"1090","B6","lucas.2","pre_cruz",6,1,1,0
"1091","B6","lui","pre_cruz",6,4,0,0
"1092","B6","luiso","pos_cruz",1,0,0,0
"1093","B6","luiso","pre_cruz",14,0,1,3
"1094","B6","manu.2","pos_cruz",2,2,0,0
"1095","B6","manu.2","pre_cruz",8,6,0,2
"1096","B6","manuela","pre_cruz",2,1,0,0
"1097","B6","marcos","cruz",2,2,0,0
"1098","B6","marcos","pos_cruz",3,3,0,0
"1099","B6","marcos","pre_cruz",6,6,0,0
"1100","B6","maril.2","cruz",3,3,0,0
"1101","B6","maril.2","pos_cruz",7,7,0,0
"1102","B6","maril.2","pre_cruz",12,10,1,0
"1103","B6","miguel","cruz",2,1,0,0
"1104","B6","miguel","pos_cruz",5,1,0,0
"1105","B6","miguel","pre_cruz",10,6,0,0
"1106","B6","miguel3","pre_cruz",8,7,0,0
"1107","B6","murilo","cruz",2,2,0,0
"1108","B6","murilo","pos_cruz",6,6,0,0
"1109","B6","murilo","pre_cruz",14,13,0,0
"1110","B6","olivia","pos_cruz",1,1,0,0
"1111","B6","olivia","pre_cruz",11,8,0,0
"1112","B6","paulo","cruz",1,0,1,0
"1113","B6","paulo","pos_cruz",6,2,2,0
"1114","B6","paulo","pre_cruz",10,4,4,0
"1115","B6","pedro","pre_cruz",11,2,2,0
"1116","B6","pedro2","cruz",1,1,0,0
"1117","B6","pedro2","pos_cruz",3,2,0,0
"1118","B6","pedro2","pre_cruz",10,7,0,0
"1119","B6","rafa.2","pre_cruz",6,1,3,1
"1120","B6","rafael","pos_cruz",1,1,0,0
"1121","B6","rafael","pre_cruz",10,6,1,0
"1122","B6","ruben","pos_cruz",1,1,0,0
"1123","B6","ruben","pre_cruz",4,3,1,0
"1124","B6","sarah.2","pre_cruz",3,2,1,0
"1125","B6","teofinal","pos_cruz",2,2,0,0
"1126","B6","teofinal","pre_cruz",8,5,1,0
"1127","B6","theo","pos_cruz",3,3,0,0
